alignment_coverage,ani,querry,reference,primary_cluster
0.05,0.7023,Geothrix_fermentans_DSM_14018.fna,Granulicella_rosea_DSM_18704.fna,0
0.05,0.7023999999999999,Granulicella_rosea_DSM_18704.fna,Geothrix_fermentans_DSM_14018.fna,0
0.03,0.6988,Geothrix_sp_GB2.fna,Granulicella_rosea_DSM_18704.fna,0
0.03,0.6995,Granulicella_rosea_DSM_18704.fna,Geothrix_sp_GB2.fna,0
0.34,0.7398,Granulicella_mallensis_MP5ACTX8.fna,Granulicella_rosea_DSM_18704.fna,0
0.34,0.7399,Granulicella_rosea_DSM_18704.fna,Granulicella_mallensis_MP5ACTX8.fna,0
0.39,0.7453,Granulicella_pectinivorans_DSM_21001.fna,Granulicella_rosea_DSM_18704.fna,0
0.39,0.7456,Granulicella_rosea_DSM_18704.fna,Granulicella_pectinivorans_DSM_21001.fna,0
0.27,0.7143999999999999,Acidipila_rosea_DSM_103428.fna,Granulicella_sp_GAS466.fna,0
0.27,0.7143,Granulicella_sp_GAS466.fna,Acidipila_rosea_DSM_103428.fna,0
0.26,0.7169,Acidipila_sp_4G-K13.fna,Granulicella_sp_GAS466.fna,0
0.26,0.7168000000000001,Granulicella_sp_GAS466.fna,Acidipila_sp_4G-K13.fna,0
0.03,0.6756,Acidobacteria_bacterium_EAC88.fna,Granulicella_sp_GAS466.fna,0
0.03,0.6731999999999999,Granulicella_sp_GAS466.fna,Acidobacteria_bacterium_EAC88.fna,0
0.4,0.7397,Acidobacteria_bacterium_KBS_146.fna,Granulicella_sp_GAS466.fna,0
0.4,0.7395999999999999,Granulicella_sp_GAS466.fna,Acidobacteria_bacterium_KBS_146.fna,0
0.05,0.6868000000000001,Acidobacteria_bacterium_NP133.fna,Granulicella_sp_GAS466.fna,0
0.05,0.6867,Granulicella_sp_GAS466.fna,Acidobacteria_bacterium_NP133.fna,0
0.03,0.6869,Acidobacteria_bacterium_RBG_13_68_16.fna,Granulicella_sp_GAS466.fna,0
0.03,0.6867,Granulicella_sp_GAS466.fna,Acidobacteria_bacterium_RBG_13_68_16.fna,0
0.06,0.6890000000000001,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,Granulicella_sp_GAS466.fna,0
0.06,0.6893,Granulicella_sp_GAS466.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,0
0.06,0.6881999999999999,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,Granulicella_sp_GAS466.fna,0
0.06,0.6884999999999999,Granulicella_sp_GAS466.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,0
0.05,0.6936,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,Granulicella_sp_GAS466.fna,0
0.05,0.6936,Granulicella_sp_GAS466.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,0
0.06,0.6877,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,Granulicella_sp_GAS466.fna,0
0.06,0.688,Granulicella_sp_GAS466.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,0
0.05,0.6909000000000001,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,Granulicella_sp_GAS466.fna,0
0.05,0.6890000000000001,Granulicella_sp_GAS466.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,0
0.02,0.6899,Acidobacteria_BinDmb228.fna,Granulicella_sp_GAS466.fna,0
0.02,0.6878,Granulicella_sp_GAS466.fna,Acidobacteria_BinDmb228.fna,0
0.2,0.7094,Acidobacteriaceae_bacterium_SBC82.fna,Granulicella_sp_GAS466.fna,0
0.2,0.7091,Granulicella_sp_GAS466.fna,Acidobacteriaceae_bacterium_SBC82.fna,0
0.34,0.7501000000000001,Acidobacteriaceae_bacterium_TAA_166.fna,Granulicella_sp_GAS466.fna,0
0.34,0.7502,Granulicella_sp_GAS466.fna,Acidobacteriaceae_bacterium_TAA_166.fna,0
0.18,0.7056999999999999,Acidobacteriaceae_bacterium_URHE0068.fna,Granulicella_sp_GAS466.fna,0
0.18,0.7056999999999999,Granulicella_sp_GAS466.fna,Acidobacteriaceae_bacterium_URHE0068.fna,0
0.23,0.7173999999999999,Acidobacteriaceae_sp_KBS_83.fna,Granulicella_sp_GAS466.fna,0
0.23,0.7172,Granulicella_sp_GAS466.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.47,0.7757999999999999,Acidobacteriaceae_sp_KBS_89.fna,Granulicella_sp_GAS466.fna,0
0.47,0.7757999999999999,Granulicella_sp_GAS466.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.07,0.6823999999999999,Acidobacteriaceae_sp_KBS_96.fna,Granulicella_sp_GAS466.fna,0
0.07,0.6823,Granulicella_sp_GAS466.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.05,0.6977,Acidobacteria_CoA2_BinC42.fna,Granulicella_sp_GAS466.fna,0
0.05,0.6973,Granulicella_sp_GAS466.fna,Acidobacteria_CoA2_BinC42.fna,0
0.05,0.695,Acidobacteria_CoA8_BinC33.fna,Granulicella_sp_GAS466.fna,0
0.05,0.6953,Granulicella_sp_GAS466.fna,Acidobacteria_CoA8_BinC33.fna,0
0.05,0.6844,Acidobacteriales_BinDmb87.fna,Granulicella_sp_GAS466.fna,0
0.05,0.6853,Granulicella_sp_GAS466.fna,Acidobacteriales_BinDmb87.fna,0
0.05,0.6939,Acidobacteria_sp_Bin1_Ga0077522.fna,Granulicella_sp_GAS466.fna,0
0.05,0.6933,Granulicella_sp_GAS466.fna,Acidobacteria_sp_Bin1_Ga0077522.fna,0
0.04,0.6828,Acidobacteria_sp_Ga0074141.fna,Granulicella_sp_GAS466.fna,0
0.04,0.6829999999999999,Granulicella_sp_GAS466.fna,Acidobacteria_sp_Ga0074141.fna,0
0.03,0.6755,Acidobacteria_sp_genome_bin_23_Ga0077534.fna,Granulicella_sp_GAS466.fna,0
0.03,0.6757,Granulicella_sp_GAS466.fna,Acidobacteria_sp_genome_bin_23_Ga0077534.fna,0
0.05,0.6904,Acidobacteria_sp_genome_bin_45_Ga0077553.fna,Granulicella_sp_GAS466.fna,0
0.05,0.6901999999999999,Granulicella_sp_GAS466.fna,Acidobacteria_sp_genome_bin_45_Ga0077553.fna,0
0.03,0.6736,Acidobacteriia_bacterium_EBPR_Ga0073602.fna,Granulicella_sp_GAS466.fna,0
0.03,0.6731,Granulicella_sp_GAS466.fna,Acidobacteriia_bacterium_EBPR_Ga0073602.fna,0
0.24,0.7127,Acidobacterium_capsulatum_ATCC_51196.fna,Granulicella_sp_GAS466.fna,0
0.24,0.7123,Granulicella_sp_GAS466.fna,Acidobacterium_capsulatum_ATCC_51196.fna,0
0.24,0.7036,Acidobacterium_sp_PMMR2.fna,Granulicella_sp_GAS466.fna,0
0.24,0.7034999999999999,Granulicella_sp_GAS466.fna,Acidobacterium_sp_PMMR2.fna,0
0.4,0.7498,Acidobacterium_strain_J13.fna,Granulicella_sp_GAS466.fna,0
0.4,0.7498,Granulicella_sp_GAS466.fna,Acidobacterium_strain_J13.fna,0
0.05,0.6853,Bryobacter_aggregatus_DSM_18758.fna,Granulicella_sp_GAS466.fna,0
0.05,0.6849,Granulicella_sp_GAS466.fna,Bryobacter_aggregatus_DSM_18758.fna,0
0.05,0.6853,Bryobacter_aggregatus_MPL3.fna,Granulicella_sp_GAS466.fna,0
0.05,0.6849,Granulicella_sp_GAS466.fna,Bryobacter_aggregatus_MPL3.fna,0
0.26,0.7245999999999999,Bryocella_elongata_DSM_22489.fna,Granulicella_sp_GAS466.fna,0
0.26,0.725,Granulicella_sp_GAS466.fna,Bryocella_elongata_DSM_22489.fna,0
0.04,0.6765000000000001,Candidatus_Chloracidobacterium_thermophilum_B.fna,Granulicella_sp_GAS466.fna,0
0.04,0.6759999999999999,Granulicella_sp_GAS466.fna,Candidatus_Chloracidobacterium_thermophilum_B.fna,0
0.13,0.6990999999999999,Candidatus_Koribacter_versatilis_Ellin345.fna,Granulicella_sp_GAS466.fna,0
0.13,0.6992,Granulicella_sp_GAS466.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.09,0.6896,Candidatus_Solibacter_usitatus.fna,Granulicella_sp_GAS466.fna,0
0.09,0.6895,Granulicella_sp_GAS466.fna,Candidatus_Solibacter_usitatus.fna,0
0.12,0.7009000000000001,Candidatus_Sulfotelmatobacter_kueseliae.fna,Granulicella_sp_GAS466.fna,0
0.12,0.7006,Granulicella_sp_GAS466.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.18,0.7029000000000001,Candidatus_Sulfotelmatomonas_gaucii.fna,Granulicella_sp_GAS466.fna,0
0.18,0.7028,Granulicella_sp_GAS466.fna,Candidatus_Sulfotelmatomonas_gaucii.fna,0
0.04,0.6801,Chloracidobacterium_thermophilum_OC1.fna,Granulicella_sp_GAS466.fna,0
0.04,0.6804000000000001,Granulicella_sp_GAS466.fna,Chloracidobacterium_thermophilum_OC1.fna,0
0.46,0.7765000000000001,Edaphobacter_aggregans_DSM_19364.fna,Granulicella_sp_GAS466.fna,0
0.46,0.7764,Granulicella_sp_GAS466.fna,Edaphobacter_aggregans_DSM_19364.fna,0
0.5,0.7889,Edaphobacter_aggregans_EB153.fna,Granulicella_sp_GAS466.fna,0
0.5,0.7890999999999999,Granulicella_sp_GAS466.fna,Edaphobacter_aggregans_EB153.fna,0
0.45,0.7679,Edaphobacter_dinghuensis_EB95.fna,Granulicella_sp_GAS466.fna,0
0.45,0.768,Granulicella_sp_GAS466.fna,Edaphobacter_dinghuensis_EB95.fna,0
0.04,0.6968000000000001,Geothrix_fermentans_DSM_14018.fna,Granulicella_sp_GAS466.fna,0
0.04,0.6962999999999999,Granulicella_sp_GAS466.fna,Geothrix_fermentans_DSM_14018.fna,0
0.03,0.6962999999999999,Geothrix_sp_GB2.fna,Granulicella_sp_GAS466.fna,0
0.03,0.6959000000000001,Granulicella_sp_GAS466.fna,Geothrix_sp_GB2.fna,0
0.27,0.7326,Granulicella_mallensis_MP5ACTX8.fna,Granulicella_sp_GAS466.fna,0
0.27,0.7325,Granulicella_sp_GAS466.fna,Granulicella_mallensis_MP5ACTX8.fna,0
0.34,0.7424,Granulicella_pectinivorans_DSM_21001.fna,Granulicella_sp_GAS466.fna,0
0.34,0.7422,Granulicella_sp_GAS466.fna,Granulicella_pectinivorans_DSM_21001.fna,0
0.33,0.7401000000000001,Granulicella_rosea_DSM_18704.fna,Granulicella_sp_GAS466.fna,0
0.33,0.7397,Granulicella_sp_GAS466.fna,Granulicella_rosea_DSM_18704.fna,0
0.24,0.7095,Acidipila_rosea_DSM_103428.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.24,0.7092,Granulicella_tundricola_MP5ACTX9.fna,Acidipila_rosea_DSM_103428.fna,0
0.22,0.7118000000000001,Acidipila_sp_4G-K13.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.22,0.7121,Granulicella_tundricola_MP5ACTX9.fna,Acidipila_sp_4G-K13.fna,0
0.03,0.6758,Acidobacteria_bacterium_EAC88.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.03,0.6753,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteria_bacterium_EAC88.fna,0
0.27,0.7223999999999999,Acidobacteria_bacterium_KBS_146.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.27,0.7223999999999999,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteria_bacterium_KBS_146.fna,0
0.05,0.6809000000000001,Acidobacteria_bacterium_NP133.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.05,0.6808,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteria_bacterium_NP133.fna,0
0.03,0.6829999999999999,Acidobacteria_bacterium_RBG_13_68_16.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.03,0.6823,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteria_bacterium_RBG_13_68_16.fna,0
0.06,0.6889,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.06,0.6895,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,0
0.05,0.6890999999999999,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.05,0.6881,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,0
0.05,0.6925,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.05,0.6931,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,0
0.05,0.6883,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.05,0.6873999999999999,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,0
0.05,0.6929000000000001,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.05,0.6931,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,0
0.02,0.6884999999999999,Acidobacteria_BinDmb228.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.02,0.6896,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteria_BinDmb228.fna,0
0.19,0.7106999999999999,Acidobacteriaceae_bacterium_SBC82.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.19,0.7105,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteriaceae_bacterium_SBC82.fna,0
0.28,0.7358,Acidobacteriaceae_bacterium_TAA_166.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.28,0.7361,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteriaceae_bacterium_TAA_166.fna,0
0.17,0.7059000000000001,Acidobacteriaceae_bacterium_URHE0068.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.17,0.7062999999999999,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteriaceae_bacterium_URHE0068.fna,0
0.18,0.7081000000000001,Acidobacteriaceae_sp_KBS_83.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.18,0.7081000000000001,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.3,0.7371,Acidobacteriaceae_sp_KBS_89.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.3,0.7369,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.06,0.6793,Acidobacteriaceae_sp_KBS_96.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.06,0.6796,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.06,0.695,Acidobacteria_CoA2_BinC42.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.06,0.6943,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteria_CoA2_BinC42.fna,0
0.05,0.6934,Acidobacteria_CoA8_BinC33.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.05,0.6928,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteria_CoA8_BinC33.fna,0
0.05,0.6857,Acidobacteriales_BinDmb87.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.05,0.6845,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteriales_BinDmb87.fna,0
0.05,0.6936,Acidobacteria_sp_Bin1_Ga0077522.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.05,0.6936,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteria_sp_Bin1_Ga0077522.fna,0
0.04,0.6775,Acidobacteria_sp_Ga0074141.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.04,0.6773,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteria_sp_Ga0074141.fna,0
0.03,0.6718999999999999,Acidobacteria_sp_genome_bin_23_Ga0077534.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.03,0.6712,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteria_sp_genome_bin_23_Ga0077534.fna,0
0.06,0.6916,Acidobacteria_sp_genome_bin_45_Ga0077553.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.06,0.6911,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteria_sp_genome_bin_45_Ga0077553.fna,0
0.03,0.6705,Acidobacteriia_bacterium_EBPR_Ga0073602.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.03,0.6701999999999999,Granulicella_tundricola_MP5ACTX9.fna,Acidobacteriia_bacterium_EBPR_Ga0073602.fna,0
0.21,0.711,Acidobacterium_capsulatum_ATCC_51196.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.21,0.7106999999999999,Granulicella_tundricola_MP5ACTX9.fna,Acidobacterium_capsulatum_ATCC_51196.fna,0
0.19,0.7012999999999999,Acidobacterium_sp_PMMR2.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.19,0.7014,Granulicella_tundricola_MP5ACTX9.fna,Acidobacterium_sp_PMMR2.fna,0
0.28,0.7297,Acidobacterium_strain_J13.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.28,0.7293999999999999,Granulicella_tundricola_MP5ACTX9.fna,Acidobacterium_strain_J13.fna,0
0.06,0.6851,Bryobacter_aggregatus_DSM_18758.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.06,0.6855,Granulicella_tundricola_MP5ACTX9.fna,Bryobacter_aggregatus_DSM_18758.fna,0
0.06,0.6851,Bryobacter_aggregatus_MPL3.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.06,0.6855,Granulicella_tundricola_MP5ACTX9.fna,Bryobacter_aggregatus_MPL3.fna,0
0.28,0.7263,Bryocella_elongata_DSM_22489.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.28,0.7259,Granulicella_tundricola_MP5ACTX9.fna,Bryocella_elongata_DSM_22489.fna,0
0.04,0.6786,Candidatus_Chloracidobacterium_thermophilum_B.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.04,0.6788,Granulicella_tundricola_MP5ACTX9.fna,Candidatus_Chloracidobacterium_thermophilum_B.fna,0
0.11,0.6973999999999999,Candidatus_Koribacter_versatilis_Ellin345.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.11,0.6978,Granulicella_tundricola_MP5ACTX9.fna,Candidatus_Koribacter_versatilis_Ellin345.fna,0
0.09,0.6892,Candidatus_Solibacter_usitatus.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.09,0.6887000000000001,Granulicella_tundricola_MP5ACTX9.fna,Candidatus_Solibacter_usitatus.fna,0
0.1,0.6966,Candidatus_Sulfotelmatobacter_kueseliae.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.1,0.6962999999999999,Granulicella_tundricola_MP5ACTX9.fna,Candidatus_Sulfotelmatobacter_kueseliae.fna,0
0.14,0.7005,Candidatus_Sulfotelmatomonas_gaucii.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.14,0.7006999999999999,Granulicella_tundricola_MP5ACTX9.fna,Candidatus_Sulfotelmatomonas_gaucii.fna,0
0.04,0.6812,Chloracidobacterium_thermophilum_OC1.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.04,0.6809999999999999,Granulicella_tundricola_MP5ACTX9.fna,Chloracidobacterium_thermophilum_OC1.fna,0
0.31,0.7399,Edaphobacter_aggregans_DSM_19364.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.31,0.74,Granulicella_tundricola_MP5ACTX9.fna,Edaphobacter_aggregans_DSM_19364.fna,0
0.29,0.7395,Edaphobacter_aggregans_EB153.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.29,0.7390000000000001,Granulicella_tundricola_MP5ACTX9.fna,Edaphobacter_aggregans_EB153.fna,0
0.3,0.736,Edaphobacter_dinghuensis_EB95.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.3,0.736,Granulicella_tundricola_MP5ACTX9.fna,Edaphobacter_dinghuensis_EB95.fna,0
0.05,0.6958,Geothrix_fermentans_DSM_14018.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.05,0.6920999999999999,Granulicella_tundricola_MP5ACTX9.fna,Geothrix_fermentans_DSM_14018.fna,0
0.03,0.6939,Geothrix_sp_GB2.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.03,0.6945,Granulicella_tundricola_MP5ACTX9.fna,Geothrix_sp_GB2.fna,0
0.32,0.7295,Granulicella_mallensis_MP5ACTX8.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.32,0.7295,Granulicella_tundricola_MP5ACTX9.fna,Granulicella_mallensis_MP5ACTX8.fna,0
0.33,0.7395,Granulicella_pectinivorans_DSM_21001.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.33,0.7395999999999999,Granulicella_tundricola_MP5ACTX9.fna,Granulicella_pectinivorans_DSM_21001.fna,0
0.39,0.7484000000000001,Granulicella_rosea_DSM_18704.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.39,0.7484999999999999,Granulicella_tundricola_MP5ACTX9.fna,Granulicella_rosea_DSM_18704.fna,0
0.3,0.741,Granulicella_sp_GAS466.fna,Granulicella_tundricola_MP5ACTX9.fna,0
0.3,0.7406,Granulicella_tundricola_MP5ACTX9.fna,Granulicella_sp_GAS466.fna,0
0.03,0.6803,Acidipila_rosea_DSM_103428.fna,Holophaga_foetida_DSM_6591.fna,0
0.03,0.6801999999999999,Holophaga_foetida_DSM_6591.fna,Acidipila_rosea_DSM_103428.fna,0
0.03,0.6838,Acidipila_sp_4G-K13.fna,Holophaga_foetida_DSM_6591.fna,0
0.03,0.6834,Holophaga_foetida_DSM_6591.fna,Acidipila_sp_4G-K13.fna,0
0.02,0.6701999999999999,Acidobacteria_bacterium_EAC88.fna,Holophaga_foetida_DSM_6591.fna,0
0.02,0.6698999999999999,Holophaga_foetida_DSM_6591.fna,Acidobacteria_bacterium_EAC88.fna,0
0.03,0.6856,Acidobacteria_bacterium_KBS_146.fna,Holophaga_foetida_DSM_6591.fna,0
0.03,0.6867,Holophaga_foetida_DSM_6591.fna,Acidobacteria_bacterium_KBS_146.fna,0
0.03,0.6781,Acidobacteria_bacterium_NP133.fna,Holophaga_foetida_DSM_6591.fna,0
0.03,0.6785,Holophaga_foetida_DSM_6591.fna,Acidobacteria_bacterium_NP133.fna,0
0.04,0.6869,Acidobacteria_bacterium_RBG_13_68_16.fna,Holophaga_foetida_DSM_6591.fna,0
0.04,0.6848000000000001,Holophaga_foetida_DSM_6591.fna,Acidobacteria_bacterium_RBG_13_68_16.fna,0
0.03,0.6779000000000001,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,Holophaga_foetida_DSM_6591.fna,0
0.03,0.6776000000000001,Holophaga_foetida_DSM_6591.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_61_28.fna,0
0.03,0.6897,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,Holophaga_foetida_DSM_6591.fna,0
0.03,0.6903,Holophaga_foetida_DSM_6591.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_64_15.fna,0
0.04,0.6888,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,Holophaga_foetida_DSM_6591.fna,0
0.04,0.6897,Holophaga_foetida_DSM_6591.fna,Acidobacteria_bacterium_RIFCSPLOWO2_02_FULL_67_21.fna,0
0.04,0.6881999999999999,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,Holophaga_foetida_DSM_6591.fna,0
0.04,0.6890999999999999,Holophaga_foetida_DSM_6591.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_65_11.fna,0
0.03,0.6889,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,Holophaga_foetida_DSM_6591.fna,0
0.03,0.6875,Holophaga_foetida_DSM_6591.fna,Acidobacteria_bacterium_RIFCSPLOWO2_12_FULL_68_19.fna,0
0.05,0.6878,Acidobacteria_BinDmb228.fna,Holophaga_foetida_DSM_6591.fna,0
0.05,0.6865000000000001,Holophaga_foetida_DSM_6591.fna,Acidobacteria_BinDmb228.fna,0
0.03,0.6748000000000001,Acidobacteriaceae_bacterium_SBC82.fna,Holophaga_foetida_DSM_6591.fna,0
0.03,0.6731999999999999,Holophaga_foetida_DSM_6591.fna,Acidobacteriaceae_bacterium_SBC82.fna,0
0.03,0.6926000000000001,Acidobacteriaceae_bacterium_TAA_166.fna,Holophaga_foetida_DSM_6591.fna,0
0.03,0.6927,Holophaga_foetida_DSM_6591.fna,Acidobacteriaceae_bacterium_TAA_166.fna,0
0.04,0.6816,Acidobacteriaceae_bacterium_URHE0068.fna,Holophaga_foetida_DSM_6591.fna,0
0.04,0.6819,Holophaga_foetida_DSM_6591.fna,Acidobacteriaceae_bacterium_URHE0068.fna,0
0.03,0.682,Acidobacteriaceae_sp_KBS_83.fna,Holophaga_foetida_DSM_6591.fna,0
0.03,0.6812,Holophaga_foetida_DSM_6591.fna,Acidobacteriaceae_sp_KBS_83.fna,0
0.03,0.6908,Acidobacteriaceae_sp_KBS_89.fna,Holophaga_foetida_DSM_6591.fna,0
0.03,0.6896,Holophaga_foetida_DSM_6591.fna,Acidobacteriaceae_sp_KBS_89.fna,0
0.03,0.6685,Acidobacteriaceae_sp_KBS_96.fna,Holophaga_foetida_DSM_6591.fna,0
0.03,0.6687000000000001,Holophaga_foetida_DSM_6591.fna,Acidobacteriaceae_sp_KBS_96.fna,0
0.03,0.6846,Acidobacteria_CoA2_BinC42.fna,Holophaga_foetida_DSM_6591.fna,0
0.03,0.6829999999999999,Holophaga_foetida_DSM_6591.fna,Acidobacteria_CoA2_BinC42.fna,0
0.03,0.6779000000000001,Acidobacteria_CoA8_BinC33.fna,Holophaga_foetida_DSM_6591.fna,0
0.03,0.6789000000000001,Holophaga_foetida_DSM_6591.fna,Acidobacteria_CoA8_BinC33.fna,0
0.04,0.6761,Acidobacteriales_BinDmb87.fna,Holophaga_foetida_DSM_6591.fna,0
0.04,0.6757,Holophaga_foetida_DSM_6591.fna,Acidobacteriales_BinDmb87.fna,0
0.05,0.6931999999999999,Acidobacteria_sp_Bin1_Ga0077522.fna,Holophaga_foetida_DSM_6591.fna,0
0.05,0.6927,Holophaga_foetida_DSM_6591.fna,Acidobacteria_sp_Bin1_Ga0077522.fna,0
0.02,0.6648999999999999,Acidobacteria_sp_Ga0074141.fna,Holophaga_foetida_DSM_6591.fna,0
0.02,0.6643000000000001,Holophaga_foetida_DSM_6591.fna,Acidobacteria_sp_Ga0074141.fna,0
0.01,0.674,Acidobacteria_sp_genome_bin_23_Ga0077534.fna,Holophaga_foetida_DSM_6591.fna,0
0.01,0.6744,Holophaga_foetida_DSM_6591.fna,Acidobacteria_sp_genome_bin_23_Ga0077534.fna,0
0.03,0.6767,Acidobacteria_sp_genome_bin_45_Ga0077553.fna,Holophaga_foetida_DSM_6591.fna,0
0.03,0.6767,Holophaga_foetida_DSM_6591.fna,Acidobacteria_sp_genome_bin_45_Ga0077553.fna,0
0.01,0.6725,Acidobacteriia_bacterium_EBPR_Ga0073602.fna,Holophaga_foetida_DSM_6591.fna,0
0.01,0.6718999999999999,Holophaga_foetida_DSM_6591.fna,Acidobacteriia_bacterium_EBPR_Ga0073602.fna,0
